Date,Year,Month,Number of  Users,Country,State,Product Category,Sub Category,Quantity, Unit Cost , Unit Price , Cost , Revenue 
5/3/16,2016 ,May,28,United Kingdom,England,Consultant Services,Networking,1," 1,215.00 "," 1,220.00 "," 1,215.00 "," 1,220.00 "
5/4/16,2016 ,May,28,United Kingdom,England,Consultant Services,Networking,1, 742.00 , 841.00 , 742.00 , 841.00 
5/31/16,2016 ,May,28,United Kingdom,England,Consultant Services,Test Procedures,2, 850.50 , 990.00 ," 1,701.00 "," 1,980.00 "
5/31/16,2016 ,May,28,United Kingdom,England,Educational Services,Supervisor trainings,2, 175.00 , 220.00 , 350.00 , 440.00 
6/13/16,2016 ,June,28,United Kingdom,England,Consultant Services,Test Procedures,3, 373.33 , 454.00 ," 1,120.00 "," 1,362.00 "
6/14/16,2016 ,June,28,United Kingdom,England,Consultant Services,Accounting and Management,1," 2,295.00 "," 2,493.00 "," 2,295.00 "," 2,493.00 "
6/19/16,2016 ,June,28,United Kingdom,England,Consultant Services,Test Procedures,2, 850.50 , 893.00 ," 1,701.00 "," 1,786.00 "
6/19/16,2016 ,June,28,United Kingdom,England,Educational Services,Supervisor trainings,3, 23.33 , 28.00 , 70.00 , 84.00 
6/19/16,2016 ,June,28,United Kingdom,England,Consultant Services,Test Procedures,2, 560.00 , 564.50 ," 1,120.00 "," 1,129.00 "
6/21/16,2016 ,June,28,United Kingdom,England,Consultant Services,Test Procedures,2, 270.00 , 305.50 , 540.00 , 611.00 
6/27/16,2016 ,June,28,United Kingdom,England,Consultant Services,Accounting and Management,1," 2,320.00 "," 2,571.00 "," 2,320.00 "," 2,571.00 "
6/27/16,2016 ,June,28,United Kingdom,England,Educational Services,Supervisor trainings,2, 105.00 , 139.50 , 210.00 , 279.00 
6/30/16,2016 ,June,28,United Kingdom,England,Consultant Services,Test Procedures,3, 180.00 , 209.67 , 540.00 , 629.00 
1/8/15,2015 ,January,28,United Kingdom,England,Consultant Services,Test Procedures,1," 1,000.00 ", 931.00 ," 1,000.00 ", 931.00 
2/3/15,2015 ,February,28,United Kingdom,England,Consultant Services,Test Procedures,1," 1,000.00 ", 948.00 ," 1,000.00 ", 948.00 
2/11/15,2015 ,February,28,United Kingdom,England,Consultant Services,Accounting and Management,3, 690.33 , 626.33 ," 2,071.00 "," 1,879.00 "
2/16/15,2015 ,February,28,United Kingdom,England,Consultant Services,Accounting and Management,2," 1,024.50 ", 885.50 ," 2,049.00 "," 1,771.00 "
2/20/15,2015 ,February,28,United Kingdom,England,Consultant Services,Accounting and Management,3, 683.00 , 668.67 ," 2,049.00 "," 2,006.00 "
3/1/15,2015 ,March,28,United Kingdom,England,Consultant Services,Test Procedures,1, 783.00 , 713.00 , 783.00 , 713.00 
3/18/15,2015 ,March,28,United Kingdom,England,Consultant Services,Test Procedures,2," 1,091.00 ", 949.50 ," 2,182.00 "," 1,899.00 "
3/20/15,2015 ,March,28,United Kingdom,England,Consultant Services,Test Procedures,1, 783.00 , 694.00 , 783.00 , 694.00 
3/24/15,2015 ,March,28,United Kingdom,England,Consultant Services,Test Procedures,2," 1,091.00 "," 1,066.50 "," 2,182.00 "," 2,133.00 "
6/2/15,2015 ,June,28,United Kingdom,England,Consultant Services,Accounting and Management,2," 1,024.50 "," 1,005.00 "," 2,049.00 "," 2,010.00 "
6/7/15,2015 ,June,28,United Kingdom,England,Consultant Services,Accounting and Management,1," 2,049.00 "," 1,697.00 "," 2,049.00 "," 1,697.00 "
6/26/15,2015 ,June,28,United Kingdom,England,Consultant Services,Accounting and Management,1," 2,049.00 "," 2,081.00 "," 2,049.00 "," 2,081.00 "
7/3/15,2015 ,July,28,United Kingdom,England,Consultant Services,Accounting and Management,3, 765.00 , 746.33 ," 2,295.00 "," 2,239.00 "
7/14/15,2015 ,July,28,United Kingdom,England,Consultant Services,Test Procedures,1," 1,120.00 "," 1,021.00 "," 1,120.00 "," 1,021.00 "
7/22/15,2015 ,July,28,United Kingdom,England,Consultant Services,Test Procedures,1," 1,120.00 "," 1,065.00 "," 1,120.00 "," 1,065.00 "
7/22/15,2015 ,July,28,United Kingdom,England,Educational Services,Supervisor trainings,2, 490.00 , 523.50 , 980.00 ," 1,047.00 "
7/24/15,2015 ,July,28,United Kingdom,England,Consultant Services,Test Procedures,1," 2,443.00 "," 2,185.00 "," 2,443.00 "," 2,185.00 "
7/28/15,2015 ,July,28,United Kingdom,England,Consultant Services,Test Procedures,1," 1,701.00 "," 1,633.00 "," 1,701.00 "," 1,633.00 "
7/31/15,2015 ,July,28,United Kingdom,England,Consultant Services,Test Procedures,1," 2,443.00 "," 2,081.00 "," 2,443.00 "," 2,081.00 "
8/2/15,2015 ,August,28,United Kingdom,England,Consultant Services,Networking,2, 607.50 , 542.00 ," 1,215.00 "," 1,084.00 "
8/6/15,2015 ,August,28,United Kingdom,England,Consultant Services,Accounting and Management,3, 773.33 , 731.00 ," 2,320.00 "," 2,193.00 "
8/19/15,2015 ,August,28,United Kingdom,England,Consultant Services,Accounting and Management,1," 2,295.00 "," 2,109.00 "," 2,295.00 "," 2,109.00 "
9/13/15,2015 ,September,28,United Kingdom,England,Consultant Services,Networking,1, 742.00 , 752.00 , 742.00 , 752.00 
9/13/15,2015 ,September,28,United Kingdom,England,Educational Services,Supervisor trainings,1, 525.00 , 604.00 , 525.00 , 604.00 
9/15/15,2015 ,September,28,United Kingdom,England,Consultant Services,Test Procedures,3, 180.00 , 179.00 , 540.00 , 537.00 
9/30/15,2015 ,September,28,United Kingdom,England,Consultant Services,Networking,3, 247.33 , 248.00 , 742.00 , 744.00 
9/30/15,2015 ,September,28,United Kingdom,England,Educational Services,Supervisor trainings,1, 630.00 , 717.00 , 630.00 , 717.00 
10/20/15,2015 ,October,28,United Kingdom,England,Consultant Services,Accounting and Management,3, 773.33 , 682.00 ," 2,320.00 "," 2,046.00 "
11/12/15,2015 ,November,28,United Kingdom,England,Consultant Services,Accounting and Management,3, 765.00 , 762.00 ," 2,295.00 "," 2,286.00 "
11/18/15,2015 ,November,28,United Kingdom,England,Consultant Services,Test Procedures,1," 1,701.00 "," 1,607.00 "," 1,701.00 "," 1,607.00 "
11/26/15,2015 ,November,28,United Kingdom,England,Consultant Services,Test Procedures,3, 180.00 , 173.00 , 540.00 , 519.00 
12/2/15,2015 ,December,28,United Kingdom,England,Consultant Services,Test Procedures,2, 850.50 , 828.00 ," 1,701.00 "," 1,656.00 "
12/2/15,2015 ,December,28,United Kingdom,England,Educational Services,Supervisor trainings,1, 770.00 , 878.00 , 770.00 , 878.00 
12/4/15,2015 ,December,28,United Kingdom,England,Consultant Services,Accounting and Management,1," 2,320.00 "," 2,182.00 "," 2,320.00 "," 2,182.00 "
12/15/15,2015 ,December,28,United Kingdom,England,Consultant Services,Accounting and Management,2," 1,147.50 "," 1,039.00 "," 2,295.00 "," 2,078.00 "
12/15/15,2015 ,December,28,United Kingdom,England,Educational Services,Supervisor trainings,2, 227.50 , 245.50 , 455.00 , 491.00 
12/18/15,2015 ,December,28,United Kingdom,England,Consultant Services,Networking,1," 2,384.00 "," 2,289.00 "," 2,384.00 "," 2,289.00 "
12/18/15,2015 ,December,28,United Kingdom,England,Educational Services,Supervisor trainings,3, 175.00 , 205.00 , 525.00 , 615.00 
4/11/16,2016 ,April,28,Germany,Bayern,Educational Services,Food Management,2, 397.50 , 598.50 , 795.00 ," 1,197.00 "
7/27/15,2015 ,July,28,Germany,Bayern,Educational Services,Basic Training,2, 157.50 , 204.00 , 315.00 , 408.00 
12/6/15,2015 ,December,28,Germany,Bayern,Educational Services,Basic Training,1, 560.00 , 776.00 , 560.00 , 776.00 
5/6/16,2016 ,May,28,Germany,Brandenburg,Consultant Services,Food Quality Evaluation,1, 540.00 , 704.00 , 540.00 , 704.00 
12/12/15,2015 ,December,28,Germany,Brandenburg,Consultant Services,Test Procedures,3, 773.33 , 820.00 ," 2,320.00 "," 2,460.00 "
12/12/15,2015 ,December,28,Germany,Brandenburg,Educational Services,Food Security,2, 65.00 , 89.50 , 130.00 , 179.00 
12/12/15,2015 ,December,28,Germany,Brandenburg,Educational Services,Food Security,2, 70.00 , 97.00 , 140.00 , 194.00 
12/12/15,2015 ,December,28,Germany,Brandenburg,Educational Services,Basic Training,2, 420.00 , 578.00 , 840.00 ," 1,156.00 "
12/12/15,2015 ,December,28,Germany,Brandenburg,Food Products,Minerals,1, 72.00 , 94.00 , 72.00 , 94.00 
6/6/16,2016 ,June,28,Germany,Nordrhein-Westfalen,Educational Services,Basic Training,1, 960.00 ," 1,444.00 ", 960.00 ," 1,444.00 "
8/18/15,2015 ,August,75,France,Yveline,Food Products,Seed,2, 475.00 , 547.50 , 950.00 ," 1,095.00 "
2/8/16,2016 ,February,46,Germany,Bayern,Consultant Services,Test Procedures,2, 384.50 , 497.00 , 769.00 , 994.00 
2/8/16,2016 ,February,46,Germany,Bayern,Food Products,Seed,1, 100.00 , 163.00 , 100.00 , 163.00 
2/8/16,2016 ,February,46,Germany,Bayern,Food Products,Minerals,3, 69.00 , 102.67 , 207.00 , 308.00 
7/28/16,2016 ,July,46,India,Assam,Educational Services,Basic Training,1, 418.00 , 554.00 , 418.00 , 554.00 
2/19/16,2016 ,February,29,France,Yveline,Food Products,Seed,2, 725.00 ," 1,130.50 "," 1,450.00 "," 2,261.00 "
2/2/16,2016 ,February,29,France,Somme,Consultant Services,Test Procedures,2, 384.50 , 384.50 , 769.00 , 769.00 
2/2/16,2016 ,February,29,France,Somme,Food Products,Minerals,2, 805.00 , 905.50 ," 1,610.00 "," 1,811.00 "
2/2/16,2016 ,February,29,France,Somme,Food Products,Water Testers,2, 103.50 , 103.50 , 207.00 , 207.00 
4/4/16,2016 ,April,53,Germany,Bayern,Educational Services,Food Security,1, 135.00 , 206.00 , 135.00 , 206.00 
4/4/16,2016 ,April,53,Germany,Bayern,Food Products,Seed,2, 189.00 , 271.50 , 378.00 , 543.00 
6/14/16,2016 ,June,53,Germany,Bayern,Consultant Services,Food Quality Evaluation,2, 270.00 , 349.50 , 540.00 , 699.00 
6/14/16,2016 ,June,53,Germany,Bayern,Educational Services,Food Security,2, 60.00 , 96.50 , 120.00 , 193.00 
6/14/16,2016 ,June,53,Germany,Bayern,Educational Services,Food Security,1, 261.00 , 397.00 , 261.00 , 397.00 
6/14/16,2016 ,June,53,Germany,Bayern,Educational Services,Basic Training,3, 256.67 , 401.67 , 770.00 ," 1,205.00 "
6/14/16,2016 ,June,53,Germany,Bayern,Food Products,Seed,2, 350.00 , 533.00 , 700.00 ," 1,066.00 "
12/16/15,2015 ,December,53,Germany,Bayern,Consultant Services,Test Procedures,1," 2,295.00 "," 2,575.00 "," 2,295.00 "," 2,575.00 "
12/16/15,2015 ,December,53,Germany,Bayern,Educational Services,Data Collection,2, 122.50 , 161.50 , 245.00 , 323.00 
12/16/15,2015 ,December,53,Germany,Bayern,Educational Services,Data Collection,2, 75.00 , 100.50 , 150.00 , 201.00 
12/16/15,2015 ,December,53,Germany,Bayern,Food Products,Water Cleaners,2, 190.50 , 245.50 , 381.00 , 491.00 
11/26/15,2015 ,November,52,France,Essonne,Educational Services,Data Collection,1, 685.00 , 968.00 , 685.00 , 968.00 
11/26/15,2015 ,November,52,France,Essonne,Educational Services,Data Collection,1, 100.00 , 82.00 , 100.00 , 82.00 
11/26/15,2015 ,November,52,France,Essonne,Educational Services,Data Collection,2, 33.00 , 47.50 , 66.00 , 95.00 
2/18/16,2016 ,February,52,United Kingdom,England,Educational Services,Food Security,3, 330.00 , 407.33 , 990.00 ," 1,222.00 "
6/1/16,2016 ,June,51,India,Nagaland,Educational Services,Data Collection,3, 164.33 , 163.67 , 493.00 , 491.00 
6/1/16,2016 ,June,51,India,Nagaland,Educational Services,Data Collection,3, 13.33 , 15.33 , 40.00 , 46.00 
6/10/16,2016 ,June,51,India,Nagaland,Educational Services,Data Collection,1, 84.00 , 95.00 , 84.00 , 95.00 
6/10/16,2016 ,June,51,India,Nagaland,Educational Services,Data Collection,3, 119.67 , 139.67 , 359.00 , 419.00 
6/10/16,2016 ,June,51,India,Nagaland,Educational Services,Data Collection,3, 4.67 , 5.00 , 14.00 , 15.00 
6/10/16,2016 ,June,51,India,Nagaland,Educational Services,Data Collection ,2, 12.00 , 10.50 , 24.00 , 21.00 
12/15/15,2015 ,December,51,India,Nagaland,Educational Services,Data Collection,1, 24.00 , 34.00 , 24.00 , 34.00 
12/15/15,2015 ,December,51,India,Nagaland,Educational Services,Data Collection,3, 119.67 , 166.00 , 359.00 , 498.00 
7/17/16,2016 ,July,51,Germany,Nordrhein-Westfalen,Educational Services,Data Collection,2, 54.00 , 82.50 , 108.00 , 165.00 
7/17/16,2016 ,July,51,Germany,Nordrhein-Westfalen,Educational Services,Data Collection,1, 880.00 ," 1,358.00 ", 880.00 ," 1,358.00 "
7/17/16,2016 ,July,51,Germany,Nordrhein-Westfalen,Educational Services,Basic Training,3, 58.33 , 93.00 , 175.00 , 279.00 
5/21/16,2016 ,May,51,Germany,Bayern,Educational Services,Data Collection,2, 24.00 , 36.00 , 48.00 , 72.00 
5/21/16,2016 ,May,51,Germany,Bayern,Educational Services,Data Collection,1, 645.00 , 981.00 , 645.00 , 981.00 
11/10/15,2015 ,November,51,Germany,Bayern,Educational Services,Data Collection,2, 114.00 , 150.00 , 228.00 , 300.00 
7/31/15,2015 ,July,51,Germany,Hessen,Consultant Services,Test Procedures,2," 1,192.00 "," 1,387.50 "," 2,384.00 "," 2,775.00 "
7/31/15,2015 ,July,51,Germany,Hessen,Food Products,Minerals,1, 126.00 , 173.00 , 126.00 , 173.00 
12/30/15,2015 ,December,51,Germany,Hessen,Consultant Services,Test Procedures,3, 773.33 , 849.33 ," 2,320.00 "," 2,548.00 "
3/5/16,2016 ,March,43,Germany,Hamburg,Educational Services,Data Collection,3, 87.00 , 123.33 , 261.00 , 370.00 
4/5/16,2016 ,April,43,Germany,Hamburg,Educational Services,Data Collection,3, 20.00 , 29.33 , 60.00 , 88.00 
5/30/16,2016 ,May,43,Germany,Hamburg,Educational Services,Data Collection,2, 52.50 , 83.50 , 105.00 , 167.00 
5/30/16,2016 ,May,43,Germany,Hamburg,Educational Services,Data Collection,3, 160.00 , 230.33 , 480.00 , 691.00 
10/31/15,2015 ,October,43,Germany,Hamburg,Educational Services,Data Collection,2, 150.00 , 193.50 , 300.00 , 387.00 
1/28/16,2016 ,January,44,United Kingdom,England,Food Products,Water Testers,3, 33.00 , 41.33 , 99.00 , 124.00 
3/13/16,2016 ,March,44,United Kingdom,England,Food Products,Water Testers,1, 225.00 , 302.00 , 225.00 , 302.00 
9/9/15,2015 ,September,44,United Kingdom,England,Educational Services,Food Security,3, 458.33 , 529.33 ," 1,375.00 "," 1,588.00 "
12/10/15,2015 ,December,44,United Kingdom,England,Educational Services,Food Security,1, 880.00 ," 1,074.00 ", 880.00 ," 1,074.00 "
12/19/15,2015 ,December,44,United Kingdom,England,Educational Services,Food Security,2, 385.00 , 400.00 , 770.00 , 800.00 
1/2/16,2016 ,January,45,India,Odisha,Consultant Services,Networking,1," 2,384.00 "," 1,948.00 "," 2,384.00 "," 1,948.00 "
1/2/16,2016 ,January,45,India,Odisha,Educational Services,High level food mng,2, 37.50 , 50.00 , 75.00 , 100.00 
1/2/16,2016 ,January,45,India,Odisha,Educational Services,High level food mng,1, 189.00 , 288.00 , 189.00 , 288.00 
1/2/16,2016 ,January,45,India,Odisha,Educational Services,Food Security,1, 660.00 ," 1,061.00 ", 660.00 ," 1,061.00 "
2/1/16,2016 ,February,45,India,Odisha,Consultant Services,Test Procedures,3, 814.33 , 822.00 ," 2,443.00 "," 2,466.00 "
2/1/16,2016 ,February,45,India,Odisha,Educational Services,Data Collection,3, 21.67 , 19.33 , 65.00 , 58.00 
2/1/16,2016 ,February,45,India,Odisha,Educational Services,Data Collection,1, 88.00 , 123.00 , 88.00 , 123.00 
2/1/16,2016 ,February,45,India,Odisha,Food Products,Seed,2, 95.50 , 160.00 , 191.00 , 320.00 
12/31/15,2015 ,December,45,India,Odisha,Consultant Services,Accounting and Management,3, 765.00 , 486.33 ," 2,295.00 "," 1,459.00 "
12/31/15,2015 ,December,45,India,Odisha,Educational Services,High level food mng,2, 75.00 , 97.50 , 150.00 , 195.00 
12/31/15,2015 ,December,45,India,Odisha,Educational Services,High level food mng,3, 8.33 , 6.00 , 25.00 , 18.00 
12/31/15,2015 ,December,45,India,Odisha,Educational Services,Supervisor trainings,3, 291.67 , 407.00 , 875.00 ," 1,221.00 "
3/13/16,2016 ,March,45,Germany,Hessen,Educational Services,Data Collection,3, 16.00 , 25.67 , 48.00 , 77.00 
3/13/16,2016 ,March,45,Germany,Hessen,Educational Services,Data Collection,2, 312.50 , 491.00 , 625.00 , 982.00 
6/9/16,2016 ,June,45,Germany,Hessen,Educational Services,Data Collection,3, 20.00 , 33.00 , 60.00 , 99.00 
6/9/16,2016 ,June,45,Germany,Hessen,Educational Services,Data Collection,3, 76.00 , 110.33 , 228.00 , 331.00 
1/21/16,2016 ,January,46,France,Seine (Paris),Educational Services,Data Collection,2, 261.00 , 319.50 , 522.00 , 639.00 
2/22/16,2016 ,February,46,France,Seine (Paris),Educational Services,Data Collection,3, 5.00 , 5.67 , 15.00 , 17.00 
9/21/15,2015 ,September,46,France,Seine (Paris),Educational Services,Data Collection,3, 24.00 , 27.67 , 72.00 , 83.00 
9/21/15,2015 ,September,46,France,Seine (Paris),Educational Services,Data Collection,3, 7.00 , 8.67 , 21.00 , 26.00 
7/29/15,2015 ,July,46,Germany,Hessen,Consultant Services,Test Procedures,3, 794.67 , 856.67 ," 2,384.00 "," 2,570.00 "
12/12/15,2015 ,December,46,Germany,Hessen,Consultant Services,Test Procedures,1," 2,320.00 "," 2,933.00 "," 2,320.00 "," 2,933.00 "
1/16/16,2016 ,January,46,United Kingdom,England,Consultant Services,Networking,2," 1,192.00 "," 1,140.50 "," 2,384.00 "," 2,281.00 "
4/23/16,2016 ,April,46,United Kingdom,England,Consultant Services,Accounting and Management,2," 1,147.50 "," 1,054.50 "," 2,295.00 "," 2,109.00 "
6/7/16,2016 ,June,46,United Kingdom,England,Consultant Services,Networking,3, 794.67 , 986.67 ," 2,384.00 "," 2,960.00 "
6/11/16,2016 ,June,46,United Kingdom,England,Consultant Services,Accounting and Management,3, 180.00 , 207.00 , 540.00 , 621.00 
9/8/15,2015 ,September,46,United Kingdom,England,Consultant Services,Networking,2, 607.50 , 592.00 ," 1,215.00 "," 1,184.00 "
11/27/15,2015 ,November,46,United Kingdom,England,Consultant Services,Accounting and Management,3, 765.00 , 756.00 ," 2,295.00 "," 2,268.00 "
12/24/15,2015 ,December,46,United Kingdom,England,Consultant Services,Accounting and Management,2," 1,147.50 "," 1,078.50 "," 2,295.00 "," 2,157.00 "
1/6/16,2016 ,January,47,India,Kerala,Consultant Services,Networking,2," 1,192.00 "," 1,630.00 "," 2,384.00 "," 3,260.00 "
1/6/16,2016 ,January,47,India,Kerala,Educational Services,Data Collection,2, 87.00 , 123.00 , 174.00 , 246.00 
2/4/16,2016 ,February,47,India,Kerala,Food Products,Water Cleaners,3, 9.00 , 10.67 , 27.00 , 32.00 
12/14/15,2015 ,December,47,India,Kerala,Educational Services,High level food mng,3, 46.67 , 39.67 , 140.00 , 119.00 
12/14/15,2015 ,December,47,India,Kerala,Educational Services,High level food mng,2, 22.50 , 19.50 , 45.00 , 39.00 
12/14/15,2015 ,December,47,India,Kerala,Food Products,Water Cleaners,1, 81.00 , 92.00 , 81.00 , 92.00 
12/22/15,2015 ,December,47,India,Kerala,Consultant Services,Networking,3, 794.67 , 746.33 ," 2,384.00 "," 2,239.00 "
12/23/15,2015 ,December,47,India,Kerala,Educational Services,High level food mng,2, 45.00 , 53.50 , 90.00 , 107.00 
12/23/15,2015 ,December,47,India,Kerala,Educational Services,High level food mng,2, 45.00 , 53.00 , 90.00 , 106.00 
11/24/15,2015 ,November,47,Germany,Hessen,Educational Services,Data Collection,2, 309.50 , 418.00 , 619.00 , 836.00 
11/24/15,2015 ,November,47,Germany,Hessen,Educational Services,Data Collection,3, 9.33 , 13.67 , 28.00 , 41.00 
4/10/16,2016 ,April,48,Germany,Nordrhein-Westfalen,Food Products,Water Testers,1," 1,000.00 "," 1,575.00 "," 1,000.00 "," 1,575.00 "
1/12/16,2016 ,January,48,United Kingdom,England,Educational Services,High level food mng,1, 135.00 , 158.00 , 135.00 , 158.00 
1/12/16,2016 ,January,48,United Kingdom,England,Educational Services,Supervisor trainings,3, 315.00 , 403.67 , 945.00 ," 1,211.00 "
2/8/16,2016 ,February,48,United Kingdom,England,Educational Services,High level food mng,3, 93.33 , 110.67 , 280.00 , 332.00 
2/21/16,2016 ,February,48,United Kingdom,England,Educational Services,Supervisor trainings,1, 140.00 , 181.00 , 140.00 , 181.00 
2/25/16,2016 ,February,48,United Kingdom,England,Educational Services,Data Collection,2, 27.50 , 34.00 , 55.00 , 68.00 
2/25/16,2016 ,February,48,United Kingdom,England,Educational Services,Data Collection,1, 638.00 , 816.00 , 638.00 , 816.00 
2/25/16,2016 ,February,48,United Kingdom,England,Educational Services,Supervisor trainings,1, 980.00 ," 1,278.00 ", 980.00 ," 1,278.00 "
5/10/16,2016 ,May,48,United Kingdom,England,Educational Services,Data Collection,1, 475.00 , 643.00 , 475.00 , 643.00 
5/10/16,2016 ,May,48,United Kingdom,England,Educational Services,Data Collection,1, 45.00 , 55.00 , 45.00 , 55.00 
5/20/16,2016 ,May,48,United Kingdom,England,Educational Services,Data Collection,1, 464.00 , 561.00 , 464.00 , 561.00 
5/20/16,2016 ,May,48,United Kingdom,England,Educational Services,Data Collection,1, 5.00 , 6.00 , 5.00 , 6.00 
6/8/16,2016 ,June,48,United Kingdom,England,Educational Services,Data Collection,1, 125.00 , 160.00 , 125.00 , 160.00 
6/8/16,2016 ,June,48,United Kingdom,England,Educational Services,Data Collection,1, 245.00 , 326.00 , 245.00 , 326.00 
6/8/16,2016 ,June,48,United Kingdom,England,Educational Services,Supervisor trainings,1, 490.00 , 593.00 , 490.00 , 593.00 
6/11/16,2016 ,June,48,United Kingdom,England,Educational Services,High level food mng,3, 1.67 , 2.33 , 5.00 , 7.00 
6/17/16,2016 ,June,48,United Kingdom,England,Educational Services,Data Collection,3, 19.00 , 25.00 , 57.00 , 75.00 
6/21/16,2016 ,June,48,United Kingdom,England,Educational Services,High level food mng,2, 52.50 , 63.00 , 105.00 , 126.00 
6/21/16,2016 ,June,48,United Kingdom,England,Educational Services,High level food mng,2, 110.00 , 146.00 , 220.00 , 292.00 
7/24/15,2015 ,July,48,United Kingdom,England,Educational Services,High level food mng,2, 52.50 , 59.00 , 105.00 , 118.00 
7/24/15,2015 ,July,48,United Kingdom,England,Educational Services,High level food mng,2, 99.00 , 108.50 , 198.00 , 217.00 
7/24/15,2015 ,July,48,United Kingdom,England,Educational Services,Supervisor trainings,3, 338.33 , 363.67 ," 1,015.00 "," 1,091.00 "
8/8/15,2015 ,August,48,United Kingdom,England,Educational Services,High level food mng,1, 144.00 , 161.00 , 144.00 , 161.00 
9/6/15,2015 ,September,48,United Kingdom,England,Educational Services,High level food mng,2, 12.50 , 15.00 , 25.00 , 30.00 
11/27/15,2015 ,November,48,United Kingdom,England,Educational Services,Data Collection,1, 15.00 , 18.00 , 15.00 , 18.00 
11/27/15,2015 ,November,48,United Kingdom,England,Educational Services,Supervisor trainings,1, 665.00 , 765.00 , 665.00 , 765.00 
12/5/15,2015 ,December,48,United Kingdom,England,Educational Services,High level food mng,1, 100.00 , 108.00 , 100.00 , 108.00 
12/5/15,2015 ,December,48,United Kingdom,England,Educational Services,High level food mng,1, 15.00 , 15.00 , 15.00 , 15.00 
12/5/15,2015 ,December,48,United Kingdom,England,Educational Services,Supervisor trainings,1, 245.00 , 283.00 , 245.00 , 283.00 
12/8/15,2015 ,December,48,United Kingdom,England,Educational Services,High level food mng,2, 105.00 , 126.50 , 210.00 , 253.00 
10/30/15,2015 ,October,49,Germany,Saarland,Educational Services,Data Collection,2, 16.50 , 20.50 , 33.00 , 41.00 
2/10/16,2016 ,February,50,India,Kerala,Educational Services,Data Collection,1, 700.00 , 809.00 , 700.00 , 809.00 
3/3/16,2016 ,March,50,India,Kerala,Consultant Services,Test Procedures,3, 814.33 , 805.00 ," 2,443.00 "," 2,415.00 "
3/3/16,2016 ,March,50,India,Kerala,Educational Services,Data Collection,1, 587.00 , 810.00 , 587.00 , 810.00 
3/3/16,2016 ,March,50,India,Kerala,Educational Services,Data Collection,2, 10.00 , 12.50 , 20.00 , 25.00 
4/1/16,2016 ,April,50,India,Kerala,Educational Services,Supervisor trainings,2, 227.50 , 308.00 , 455.00 , 616.00 
6/20/16,2016 ,June,50,India,Kerala,Educational Services,Data Collection,2, 60.00 , 59.00 , 120.00 , 118.00 
6/20/16,2016 ,June,50,India,Kerala,Educational Services,Supervisor trainings,3, 245.00 , 240.67 , 735.00 , 722.00 
12/10/15,2015 ,December,50,India,Kerala,Consultant Services,Accounting and Management,1," 2,295.00 "," 1,921.00 "," 2,295.00 "," 1,921.00 "
12/10/15,2015 ,December,50,India,Kerala,Educational Services,Data Collection,3, 45.00 , 47.67 , 135.00 , 143.00 
12/10/15,2015 ,December,50,India,Kerala,Educational Services,Data Collection,2, 455.00 , 384.00 , 910.00 , 768.00 
12/10/15,2015 ,December,50,India,Kerala,Educational Services,Supervisor trainings,1, 560.00 , 643.00 , 560.00 , 643.00 
12/10/15,2015 ,December,50,India,Kerala,Food Products,Water Testers,3, 366.67 , 423.67 ," 1,100.00 "," 1,271.00 "
8/1/15,2015 ,August,50,France,Seine et Marne,Educational Services,Data Collection,1, 52.00 , 61.00 , 52.00 , 61.00 
8/1/15,2015 ,August,50,France,Seine et Marne,Educational Services,Data Collection,3, 282.67 , 211.33 , 848.00 , 634.00 
8/1/15,2015 ,August,50,France,Seine et Marne,Educational Services,Basic Training,3, 163.33 , 145.33 , 490.00 , 436.00 
3/4/16,2016 ,March,50,India,Manipur,Educational Services,Data Collection,1, 40.00 , 41.00 , 40.00 , 41.00 
9/20/15,2015 ,September,50,India,Manipur,Educational Services,Data Collection,2, 342.50 , 263.00 , 685.00 , 526.00 
7/12/16,2016 ,July,50,Germany,Hessen,Educational Services,Data Collection,3, 16.00 , 23.67 , 48.00 , 71.00 
7/12/16,2016 ,July,50,Germany,Hessen,Educational Services,Data Collection,1, 750.00 ," 1,083.00 ", 750.00 ," 1,083.00 "
7/12/16,2016 ,July,50,Germany,Hessen,Educational Services,Food Security,1," 3,240.00 "," 5,082.00 "," 3,240.00 "," 5,082.00 "
8/31/15,2015 ,August,50,Germany,Hessen,Consultant Services,Networking,3, 794.67 , 865.33 ," 2,384.00 "," 2,596.00 "
8/31/15,2015 ,August,50,Germany,Hessen,Educational Services,Supervisor trainings,2, 297.50 , 384.50 , 595.00 , 769.00 
9/5/15,2015 ,September,50,Germany,Hessen,Educational Services,Supervisor trainings,3, 128.33 , 168.67 , 385.00 , 506.00 
9/5/15,2015 ,September,50,Germany,Hessen,Food Products,Water Cleaners,1, 18.00 , 22.00 , 18.00 , 22.00 
12/19/15,2015 ,December,50,Germany,Hessen,Consultant Services,Accounting and Management,2," 1,160.00 "," 1,496.50 "," 2,320.00 "," 2,993.00 "
12/19/15,2015 ,December,50,Germany,Hessen,Food Products,Water Cleaners,2, 40.50 , 56.00 , 81.00 , 112.00 
12/19/15,2015 ,December,50,Germany,Hessen,Educational Services,Supervisor trainings,1, 140.00 , 187.00 , 140.00 , 187.00 
2/1/16,2016 ,February,56,Brazil,Amazonas,Educational Services,Food Security,3, 55.00 , 67.00 , 165.00 , 201.00 
2/1/16,2016 ,February,56,Brazil,Amazonas,Educational Services,Data Collection ,1, 111.00 , 144.00 , 111.00 , 144.00 
